YEAR,MO,DY,T2M,T2MDEW,QV2M,RH2M,PRECTOTCORR,PS,WS10M
2017,11,2,21.88,19.01,13.85,84.5,0.0,99.7,2.73
2017,11,3,22.23,18.91,13.79,82.56,0.0,99.74,2.94
2017,11,4,22.28,18.22,13.18,78.5,0.0,99.9,3.25
2017,11,5,22.23,18.51,13.43,80.19,0.0,99.83,3.49
2017,11,6,22.34,18.51,13.49,79.62,0.0,99.72,2.91
2017,11,7,22.55,19.05,13.92,81.31,0.0,99.78,3.04
2017,11,8,22.3,18.63,13.55,80.62,0.0,99.74,2.87
2017,11,9,22.37,18.78,13.73,81.0,0.0,99.61,2.74
2017,11,10,22.35,19.08,13.98,82.69,0.0,99.66,2.82
2017,11,11,22.26,19.03,13.92,83.0,0.0,99.68,2.96
2017,11,12,22.56,18.86,13.85,80.56,0.0,99.49,2.51
2017,11,13,21.62,18.05,13.12,81.06,0.0,99.44,3.06
2017,11,14,21.19,17.94,12.94,82.75,0.0,99.55,3.14
2017,11,15,21.69,18.53,13.49,83.19,0.0,99.67,3.32
2017,11,16,22.7,19.98,14.77,85.38,0.6,99.69,2.95
2017,11,17,22.8,20.22,15.01,85.94,0.21,99.56,2.69
2017,11,18,22.94,20.02,14.83,84.5,0.01,99.54,1.84
2017,11,19,22.99,20.23,15.01,85.5,0.0,99.54,1.88
2017,11,20,22.46,20.09,14.89,87.38,0.0,99.56,2.41
2017,11,21,21.45,18.82,13.73,86.12,0.0,99.52,2.05
2017,11,22,21.19,17.25,12.45,79.75,0.0,99.46,2.21
2017,11,23,20.97,16.78,12.08,77.94,0.0,99.45,1.55
2017,11,24,20.72,17.13,12.33,81.0,0.0,99.58,1.61
2017,11,25,20.77,17.35,12.51,81.5,0.0,99.79,1.65
2017,11,26,20.86,17.66,12.76,83.12,0.0,99.78,2.35
2017,11,27,21.03,17.77,12.88,82.31,7.78,99.55,1.84
2017,11,28,19.35,15.57,11.17,80.19,0.16,99.69,1.95
2017,11,29,19.06,15.43,11.05,80.88,0.0,99.91,2.23
2017,11,30,18.82,15.38,10.99,81.38,0.0,99.78,3.13
2017,12,1,19.12,15.76,11.29,81.94,0.0,99.75,3.27
2017,12,2,19.06,15.58,11.17,81.5,0.0,99.85,2.8
2017,12,3,18.69,15.02,10.74,80.44,0.0,99.84,1.98
2017,12,4,18.29,15.31,10.93,83.75,0.0,99.75,2.84
2017,12,5,19.03,16.15,11.54,84.44,0.0,99.69,2.77
2017,12,6,19.4,16.38,11.78,83.5,0.0,99.59,2.08
2017,12,7,19.79,16.73,12.02,83.38,0.0,99.63,2.55
2017,12,8,19.95,17.0,12.21,83.94,0.0,99.75,3.45
2017,12,9,20.09,17.12,12.27,83.94,0.07,99.74,3.09
2017,12,10,20.39,18.11,13.06,87.44,0.58,99.82,2.97
2017,12,11,21.5,18.46,13.43,83.56,0.14,99.63,3.6
2017,12,12,20.38,18.37,13.31,89.0,0.04,99.68,2.9
2017,12,13,19.12,16.56,11.84,86.06,0.0,99.74,2.22
2017,12,14,18.93,15.9,11.35,83.62,0.0,99.84,2.31
2017,12,15,18.63,15.12,10.8,81.25,0.0,99.94,1.83
2017,12,16,18.46,15.22,10.86,82.12,0.0,100.05,1.98
2017,12,17,18.41,15.73,11.23,85.31,0.0,100.11,1.95
2017,12,18,18.28,15.84,11.29,86.19,0.0,100.14,2.59
2017,12,19,18.19,16.29,11.6,88.56,0.0,100.24,3.06
2017,12,20,19.15,16.63,11.84,85.81,0.0,100.33,3.23
2017,12,21,19.66,16.51,11.78,83.38,0.0,100.17,2.46
2017,12,22,19.13,17.09,12.27,88.44,0.0,99.89,2.11
2017,12,23,19.07,16.64,11.9,86.56,0.0,99.76,1.82
2017,12,24,18.98,16.26,11.6,84.94,0.0,99.81,1.98
2017,12,25,18.76,16.01,11.41,84.19,0.0,99.76,2.95
2017,12,26,19.16,15.73,11.23,81.31,0.0,99.85,2.03
2017,12,27,19.71,14.67,10.5,73.56,0.0,99.92,1.45
2017,12,28,18.38,14.54,10.44,79.88,0.0,99.91,3.08
2017,12,29,18.15,14.4,10.31,80.19,0.0,100.02,3.16
2017,12,30,18.45,14.45,10.38,78.88,0.0,99.94,3.45
2017,12,31,18.94,14.64,10.5,77.69,0.0,99.73,2.77
2018,1,1,19.47,15.07,10.86,76.5,0.01,99.57,2.56
2018,1,2,17.76,15.35,10.99,86.31,0.11,99.47,3.41
2018,1,3,17.73,14.26,10.31,81.0,0.57,99.49,2.24
2018,1,4,15.7,11.75,8.67,79.06,0.0,99.81,1.54
2018,1,5,16.49,12.79,9.34,80.12,0.0,99.57,2.14
2018,1,6,14.6,11.19,8.42,81.75,0.0,99.45,2.81
2018,1,7,13.86,7.9,6.71,69.31,0.0,99.63,1.7
2018,1,8,13.48,7.53,6.53,68.5,0.0,99.85,2.23
2018,1,9,14.58,9.31,7.39,71.81,0.0,99.92,1.87
2018,1,10,14.9,11.29,8.42,80.62,0.0,99.91,2.16
2018,1,11,15.62,11.84,8.73,79.94,0.0,99.85,2.02
2018,1,12,16.44,12.4,9.03,78.5,0.0,99.79,2.02
2018,1,13,16.41,13.33,9.64,83.12,0.0,99.72,2.09
2018,1,14,16.54,13.6,9.77,83.81,0.0,99.8,1.7
2018,1,15,16.53,13.07,9.46,81.19,0.01,99.67,2.54
2018,1,16,16.71,11.87,8.73,75.31,0.0,99.72,1.95
2018,1,17,17.39,13.66,9.89,80.31,0.0,99.67,2.22
2018,1,18,17.62,13.7,9.89,79.44,0.0,99.65,2.1
2018,1,19,17.68,12.43,9.03,72.31,0.0,99.73,1.8
2018,1,20,17.28,12.44,9.09,74.75,0.0,99.59,2.11
2018,1,21,17.51,12.33,9.03,72.94,0.0,99.64,2.04
2018,1,22,18.13,13.44,9.77,75.12,0.0,99.54,1.74
2018,1,23,18.33,14.66,10.5,80.56,0.0,99.41,2.11
2018,1,24,17.71,13.98,10.07,80.19,0.0,99.27,2.9
2018,1,25,16.8,11.57,8.61,73.06,0.0,99.34,3.02
2018,1,26,16.72,10.36,7.93,67.56,0.0,99.46,1.73
2018,1,27,15.01,9.53,7.51,71.38,0.0,99.51,2.16
2018,1,28,13.88,8.51,6.96,71.88,0.0,99.69,2.09
2018,1,29,14.56,9.01,7.26,70.56,0.0,99.75,1.75
2018,1,30,14.48,8.94,7.2,70.88,0.0,99.63,2.09
2018,1,31,15.48,10.23,7.87,72.44,0.0,99.64,2.02
2018,2,1,16.67,12.29,9.03,76.81,0.0,99.53,2.33
2018,2,2,17.01,13.27,9.58,79.62,0.0,99.56,2.41
2018,2,3,17.45,13.73,9.95,80.0,0.0,99.66,2.61
2018,2,4,17.34,13.69,9.89,80.5,0.15,99.6,3.0
2018,2,5,17.48,12.92,9.34,76.25,0.0,99.96,2.21
2018,2,6,17.74,13.34,9.64,77.06,0.02,99.69,2.95
2018,2,7,17.69,11.29,8.48,68.0,0.04,99.42,2.91
2018,2,8,17.87,11.45,8.54,67.88,0.35,99.28,3.54
2018,2,9,17.54,10.56,8.06,65.56,0.0,99.39,3.77
2018,2,10,17.98,10.12,7.81,61.88,0.0,99.76,3.34
2018,2,11,17.77,11.01,8.3,66.12,0.0,100.08,2.63
2018,2,12,19.25,13.05,9.52,68.94,0.0,100.11,2.88
2018,2,13,20.13,13.32,9.64,66.69,0.0,100.09,2.03
2018,2,14,19.89,13.79,9.95,69.44,2.59,100.01,3.13
2018,2,15,18.69,13.05,9.4,72.06,0.38,100.13,3.14
2018,2,16,18.56,13.12,9.46,72.88,0.0,99.95,2.52
2018,2,17,19.25,12.28,9.03,65.81,0.0,99.5,2.22
2018,2,18,19.35,12.46,9.22,66.19,0.0,99.47,3.2
2018,2,19,19.3,12.73,9.28,67.5,0.0,99.61,2.54
2018,2,20,19.23,13.92,10.07,73.31,0.0,99.69,2.27
2018,2,21,20.12,14.05,10.13,69.44,0.01,99.44,2.27
2018,2,22,20.33,12.5,9.16,62.44,0.0,99.42,2.01
2018,2,23,20.62,12.73,9.34,62.19,0.01,99.5,2.52
2018,2,24,20.66,14.58,10.44,69.81,0.02,99.78,3.17
2018,2,25,21.6,15.94,11.47,71.38,2.52,99.71,2.85
2018,2,26,21.34,16.83,12.08,76.75,10.56,99.55,2.55
2018,2,27,20.96,16.41,11.72,77.25,0.02,99.66,2.24
2018,2,28,21.93,16.74,12.02,74.0,0.0,99.53,2.31
2018,3,1,21.77,16.94,12.21,75.75,0.0,99.37,2.69
2018,3,2,21.53,16.96,12.27,76.44,30.49,99.28,2.59
2018,3,3,22.45,16.49,11.9,70.69,2.39,98.96,2.98
2018,3,4,22.3,15.29,11.05,66.06,0.36,99.16,2.8
2018,3,5,22.71,15.62,11.29,66.25,1.53,99.33,2.88
2018,3,6,22.63,14.8,10.68,62.94,0.17,99.24,4.22
2018,3,7,21.22,10.39,8.0,53.75,0.0,99.58,2.53
2018,3,8,21.77,13.37,9.7,61.12,0.0,99.66,2.84
2018,3,9,23.01,16.05,11.6,66.5,0.0,99.47,2.76
2018,3,10,23.05,14.02,10.13,58.75,0.0,99.41,2.66
2018,3,11,21.92,12.81,9.34,58.81,3.15,99.59,2.83
2018,3,12,22.25,14.21,10.25,62.44,0.31,99.55,2.95
2018,3,13,21.81,15.61,11.23,68.81,0.05,99.54,3.04
2018,3,14,23.04,16.0,11.54,66.44,0.0,99.39,2.38
2018,3,15,23.15,17.67,12.82,73.0,3.48,99.26,2.59
2018,3,16,23.58,17.59,12.76,71.62,1.01,99.0,3.9
2018,3,17,22.65,14.78,10.68,63.75,0.66,99.19,3.55
2018,3,18,22.82,11.95,8.85,52.88,1.26,99.45,3.12
2018,3,19,22.48,12.08,8.91,55.19,0.0,99.66,2.47
2018,3,20,23.1,12.84,9.4,54.69,0.0,99.42,2.34
2018,3,21,24.23,14.31,10.38,55.75,0.0,99.34,2.21
2018,3,22,24.48,15.96,11.54,61.0,6.3,99.14,2.52
2018,3,23,24.88,17.14,12.45,64.56,5.6,99.14,2.86
2018,3,24,24.73,17.33,12.57,65.94,0.1,99.47,3.12
2018,3,25,24.75,18.07,13.06,68.56,0.13,99.63,2.77
2018,3,26,25.58,18.47,13.43,67.06,1.57,99.47,2.81
2018,3,27,24.51,17.01,12.27,64.94,3.11,99.47,2.0
2018,3,28,24.41,17.49,12.63,67.56,0.01,99.39,2.44
2018,3,29,25.44,18.23,13.31,66.69,3.79,99.28,2.55
2018,3,30,24.58,18.56,13.55,71.25,1.7,99.38,2.85
2018,3,31,24.37,16.26,11.72,61.81,6.18,99.55,2.66
2018,4,1,25.55,16.75,12.08,60.31,0.01,99.47,2.85
2018,4,2,26.34,16.89,12.27,58.38,0.0,99.42,2.78
2018,4,3,26.69,15.7,11.29,53.44,0.09,99.34,2.65
2018,4,4,26.74,16.87,12.21,56.81,0.11,99.15,2.8
2018,4,5,26.06,18.9,13.92,67.12,4.45,99.05,3.22
2018,4,6,25.98,19.02,13.98,67.38,0.96,99.36,2.36
2018,4,7,27.14,18.22,13.24,61.19,6.01,99.48,2.63
2018,4,8,23.3,19.13,13.98,77.94,5.0,99.6,4.24
2018,4,9,25.1,20.23,15.01,76.31,6.63,99.48,2.58
2018,4,10,25.56,20.87,15.62,77.0,2.74,99.35,3.14
2018,4,11,25.14,20.73,15.5,78.19,16.26,99.26,2.71
2018,4,12,25.0,20.87,15.62,79.38,19.09,99.11,3.55
2018,4,13,25.08,20.05,14.89,75.88,4.07,99.18,3.75
2018,4,14,25.75,20.33,15.14,73.5,6.61,99.15,2.91
2018,4,15,25.87,19.8,14.65,71.31,0.06,99.27,2.48
2018,4,16,27.29,19.58,14.4,64.75,0.33,99.36,2.0
2018,4,17,27.15,20.24,15.08,67.88,0.49,99.37,2.05
2018,4,18,26.61,20.62,15.44,71.38,1.51,99.15,2.52
2018,4,19,26.23,20.63,15.44,73.19,1.71,98.99,2.43
2018,4,20,26.77,21.76,16.6,75.81,19.79,98.99,2.55
2018,4,21,26.73,22.94,17.82,81.19,7.98,98.9,3.83
2018,4,22,27.16,22.4,17.21,77.0,2.66,99.01,3.99
2018,4,23,26.6,21.89,16.66,77.19,0.8,99.16,3.41
2018,4,24,26.82,19.24,14.16,65.94,0.49,99.19,2.44
2018,4,25,27.08,19.44,14.4,65.0,1.27,99.08,3.19
2018,4,26,26.64,18.07,13.18,61.5,6.22,99.22,2.22
2018,4,27,27.25,18.26,13.31,59.38,0.22,99.38,1.8
2018,4,28,27.53,20.14,14.95,66.19,2.06,99.29,2.2
2018,4,29,26.57,20.73,15.56,71.75,9.12,99.12,1.7
2018,4,30,26.07,21.01,15.81,75.44,4.04,99.16,2.68
2018,5,1,26.29,20.67,15.44,73.06,4.55,99.24,2.23
2018,5,2,25.83,19.46,14.34,69.06,1.94,99.39,2.66
2018,5,3,26.39,20.39,15.14,71.62,7.05,99.42,3.38
2018,5,4,24.54,20.84,15.62,80.31,2.84,99.33,2.55
2018,5,5,25.94,20.48,15.32,73.19,2.69,99.13,2.47
2018,5,6,26.92,21.2,16.05,72.5,7.8,99.1,2.96
2018,5,7,24.33,19.2,14.22,73.88,27.11,98.99,3.73
2018,5,8,26.42,22.3,17.33,79.31,16.97,98.86,3.39
2018,5,9,27.86,24.39,19.47,82.56,16.18,98.96,3.44
2018,5,10,26.78,22.7,17.52,79.31,11.06,99.27,2.86
2018,5,11,26.34,21.19,15.99,74.88,0.62,99.24,2.66
2018,5,12,26.9,20.51,15.32,69.38,0.17,99.23,2.77
2018,5,13,26.57,20.35,15.14,70.06,0.21,99.25,3.85
2018,5,14,26.96,20.75,15.56,70.38,0.03,99.21,2.76
2018,5,15,26.92,21.88,16.66,75.31,1.24,99.05,2.81
2018,5,16,26.76,20.99,15.81,72.12,1.75,98.98,1.77
2018,5,17,27.29,21.49,16.3,72.06,1.44,98.92,2.23
2018,5,18,28.03,22.4,17.27,72.94,1.11,98.85,1.81
2018,5,19,27.93,22.9,17.82,75.69,0.52,98.84,1.23
2018,5,20,28.3,23.08,18.01,74.81,0.48,98.86,1.8
2018,5,21,29.64,23.78,18.8,72.56,0.55,98.88,1.71
2018,5,22,27.53,24.33,19.35,83.06,1.61,99.03,1.62
2018,5,23,28.66,24.23,19.29,78.06,4.46,98.94,2.66
2018,5,24,27.59,24.16,19.23,82.56,11.73,98.83,3.31
2018,5,25,28.46,24.74,19.9,81.38,45.75,98.73,2.7
2018,5,26,28.77,25.25,20.51,82.12,25.86,98.79,2.52
2018,5,27,28.9,25.01,20.26,80.38,31.79,98.84,2.26
2018,5,28,29.14,24.51,19.65,77.38,22.99,98.62,1.82
2018,5,29,28.61,22.99,17.94,72.88,3.02,98.65,2.83
2018,5,30,28.98,23.23,18.25,72.88,0.34,98.62,2.64
2018,5,31,29.14,23.77,18.8,73.94,5.65,98.87,1.43
2018,6,1,28.76,23.82,18.8,75.88,0.79,99.04,2.88
2018,6,2,28.04,24.15,19.17,80.19,1.34,98.98,2.2
2018,6,3,29.01,24.29,19.41,76.94,0.38,98.67,2.61
2018,6,4,30.03,24.72,19.9,74.44,0.11,98.7,1.62
2018,6,5,30.13,24.62,19.78,74.12,0.43,98.85,2.02
2018,6,6,30.37,25.69,21.12,77.12,1.72,98.8,2.27
2018,6,7,30.18,25.15,20.45,75.69,7.9,98.54,2.7
2018,6,8,29.66,24.02,19.17,73.44,2.46,98.37,2.1
2018,6,9,30.51,24.83,20.2,72.94,0.1,98.08,2.16
2018,6,10,30.71,25.55,21.12,75.06,2.84,97.89,3.98
2018,6,11,29.6,25.42,20.94,79.31,23.87,97.75,3.92
2018,6,12,29.83,25.37,20.94,78.0,12.97,97.59,1.29
2018,6,13,28.8,26.19,21.97,86.25,38.76,97.75,2.94
2018,6,14,28.98,26.29,22.03,85.88,36.1,97.98,3.09
2018,6,15,28.89,25.6,21.12,83.12,41.53,98.17,2.81
2018,6,16,28.02,24.9,20.2,83.62,21.61,98.42,3.5
2018,6,17,28.04,24.45,19.65,81.69,21.89,98.43,2.46
2018,6,18,29.07,25.37,20.81,81.44,8.75,98.32,2.86
2018,6,19,29.68,25.49,20.94,79.69,0.53,98.4,2.87
2018,6,20,28.87,25.95,21.42,84.88,0.37,98.59,3.16
2018,6,21,29.3,26.23,21.79,84.38,2.39,98.59,3.44
2018,6,22,29.23,25.8,21.24,82.75,3.36,98.58,3.59
2018,6,23,29.4,25.88,21.36,82.38,5.66,98.5,3.45
2018,6,24,29.01,25.8,21.3,83.56,9.22,98.39,3.04
2018,6,25,29.13,25.68,21.18,82.81,5.7,98.26,2.73
2018,6,26,27.98,26.09,21.67,89.81,7.76,98.39,1.88
2018,6,27,29.97,26.0,21.48,80.38,7.85,98.6,2.65
2018,6,28,27.71,25.15,20.39,86.5,4.67,98.83,2.75
2018,6,29,28.58,25.52,20.87,84.38,5.53,98.67,4.24
2018,6,30,28.22,25.86,21.3,87.62,11.75,98.57,3.26
2018,7,1,28.08,25.97,21.48,88.62,11.15,98.55,2.74
2018,7,2,29.08,26.23,21.85,85.44,10.63,98.36,4.51
2018,7,3,28.4,26.26,21.91,88.75,19.49,98.23,3.88
2018,7,4,28.37,26.09,21.73,88.0,12.47,98.22,3.88
2018,7,5,29.2,25.95,21.48,83.75,1.94,98.32,2.86
2018,7,6,29.59,26.33,21.97,83.44,0.25,98.29,2.63
2018,7,7,28.72,26.26,21.91,86.88,3.27,98.3,2.81
2018,7,8,29.76,25.98,21.55,81.31,3.0,98.36,2.93
2018,7,9,29.9,26.02,21.55,80.81,1.99,98.4,2.88
2018,7,10,29.44,25.87,21.36,82.06,3.99,98.46,2.51
2018,7,11,29.9,26.0,21.55,80.44,9.53,98.32,1.69
2018,7,12,29.15,26.34,22.03,85.25,4.61,98.35,1.82
2018,7,13,29.7,25.35,20.75,78.56,10.37,98.33,2.16
2018,7,14,31.11,25.73,21.24,74.25,3.84,98.2,1.24
2018,7,15,29.49,26.59,22.34,85.0,18.34,98.27,2.72
2018,7,16,29.03,26.33,21.97,85.69,4.19,98.33,2.01
2018,7,17,28.94,26.22,21.85,85.81,0.27,98.46,2.67
2018,7,18,30.48,26.25,21.91,79.12,0.88,98.39,1.5
2018,7,19,31.29,26.76,22.58,77.62,0.4,98.23,2.23
2018,7,20,30.56,26.15,21.85,78.0,0.81,98.15,2.34
2018,7,21,29.27,26.2,21.79,84.0,13.19,98.42,1.47
2018,7,22,28.3,25.23,20.57,83.75,12.36,98.56,2.79
2018,7,23,28.98,25.54,20.94,82.5,7.09,98.51,1.85
2018,7,24,28.75,25.8,21.24,84.88,4.27,98.54,3.35
2018,7,25,29.43,26.05,21.61,83.19,6.46,98.48,1.98
2018,7,26,29.45,25.86,21.36,82.31,16.06,98.48,1.34
2018,7,27,29.62,26.08,21.67,82.19,15.79,98.4,1.4
2018,7,28,28.01,26.06,21.61,89.31,30.02,98.43,2.36
2018,7,29,28.29,25.63,21.06,86.06,14.53,98.44,1.84
2018,7,30,28.33,25.68,21.18,86.06,3.68,98.37,1.05
2018,7,31,28.62,25.69,21.18,85.06,17.04,98.33,1.65
2018,8,1,28.3,25.69,21.18,86.38,26.34,98.37,2.45
2018,8,2,28.02,25.31,20.69,85.81,20.48,98.48,3.92
2018,8,3,27.86,25.39,20.75,87.06,2.45,98.48,2.96
2018,8,4,28.35,25.8,21.3,86.56,5.87,98.44,1.89
2018,8,5,28.63,26.14,21.73,86.81,0.49,98.44,1.65
2018,8,6,28.26,26.13,21.73,88.38,2.17,98.38,2.98
2018,8,7,30.82,25.31,20.69,74.0,0.75,98.4,1.8
2018,8,8,29.06,25.55,20.94,82.19,4.2,98.61,1.73
2018,8,9,29.02,25.73,21.12,83.19,0.45,98.7,2.8
2018,8,10,29.01,25.87,21.36,84.12,0.1,98.57,3.33
2018,8,11,29.27,26.19,21.79,84.38,1.46,98.3,2.91
2018,8,12,28.94,25.94,21.48,84.62,22.02,98.21,2.53
2018,8,13,29.26,25.78,21.3,82.5,20.82,98.31,1.8
2018,8,14,29.78,26.45,22.16,83.0,0.61,98.27,2.88
2018,8,15,29.54,26.55,22.22,84.38,3.18,98.59,3.28
2018,8,16,30.19,26.2,21.79,80.38,1.53,98.66,1.88
2018,8,17,30.28,26.02,21.61,79.19,0.47,98.42,1.42
2018,8,18,30.9,25.98,21.61,76.25,0.03,98.26,1.7
2018,8,19,31.19,26.76,22.64,78.0,3.99,98.22,3.25
2018,8,20,30.22,26.21,21.85,79.94,8.84,98.5,3.04
2018,8,21,28.12,25.66,21.06,86.75,11.29,98.56,2.65
2018,8,22,29.36,25.88,21.36,82.25,6.16,98.49,2.71
2018,8,23,29.33,25.77,21.24,82.0,4.63,98.53,1.5
2018,8,24,28.55,26.26,21.91,87.75,14.41,98.5,3.48
2018,8,25,28.88,26.18,21.79,86.0,5.62,98.44,2.51
2018,8,26,29.69,25.86,21.36,81.0,3.25,98.37,1.49
2018,8,27,28.9,25.9,21.36,84.44,56.68,98.57,1.67
2018,8,28,29.3,25.33,20.63,80.19,3.43,98.74,1.2
2018,8,29,28.87,26.13,21.67,85.81,1.68,98.71,3.38
2018,8,30,28.83,25.82,21.24,84.5,5.6,98.61,2.31
2018,8,31,29.95,26.05,21.55,80.69,9.69,98.6,2.0
2018,9,1,29.22,26.34,21.91,85.19,4.69,98.71,3.33
2018,9,2,28.67,25.52,20.87,84.06,9.21,98.82,3.12
2018,9,3,28.69,25.67,21.06,84.38,5.33,98.73,2.68
2018,9,4,28.4,25.4,20.69,84.38,11.56,98.7,1.79
2018,9,5,30.51,26.03,21.61,77.88,15.63,98.54,1.56
2018,9,6,30.07,26.72,22.4,82.81,3.84,98.66,1.6
2018,9,7,28.95,25.6,20.94,82.94,0.04,98.94,3.29
2018,9,8,28.44,25.69,21.06,85.94,2.94,98.92,3.77
2018,9,9,28.44,26.23,21.73,88.5,8.93,98.98,3.27
2018,9,10,27.74,25.42,20.63,87.81,8.6,99.21,2.94
2018,9,11,26.92,25.39,20.63,91.56,36.25,99.07,3.76
2018,9,12,27.21,24.97,20.2,88.06,14.6,98.85,3.16
2018,9,13,27.24,25.5,20.81,90.56,18.63,98.84,2.06
2018,9,14,26.98,25.12,20.32,89.88,10.0,99.01,1.55
2018,9,15,27.92,24.56,19.65,82.88,1.26,99.08,1.42
2018,9,16,29.03,24.4,19.53,77.12,0.02,98.91,1.13
2018,9,17,29.07,23.52,18.49,73.62,0.0,98.7,1.73
2018,9,18,29.48,24.15,19.29,74.31,0.01,98.73,1.26
2018,9,19,27.64,25.04,20.26,86.06,0.04,98.89,2.76
2018,9,20,29.02,24.62,19.71,78.25,0.58,99.06,1.73
2018,9,21,28.28,25.55,20.75,85.81,25.17,99.36,1.57
2018,9,22,27.37,24.98,20.02,87.5,0.31,99.55,3.54
2018,9,23,27.48,24.78,19.78,86.12,0.28,99.45,3.09
2018,9,24,27.63,25.15,20.32,86.94,4.51,99.18,3.06
2018,9,25,27.41,25.12,20.32,87.81,13.35,99.0,3.36
2018,9,26,27.32,24.81,19.96,86.81,14.09,99.06,2.77
2018,9,27,27.13,24.36,19.35,85.5,6.13,99.18,2.62
2018,9,28,27.17,24.29,19.29,84.88,2.31,99.21,2.27
2018,9,29,27.62,24.6,19.65,84.56,9.08,99.22,1.68
2018,9,30,27.65,24.37,19.41,83.06,20.28,99.18,2.34
2018,10,1,27.02,22.72,17.58,78.81,2.11,99.26,2.13
2018,10,2,26.77,23.39,18.25,82.44,4.23,99.27,2.34
2018,10,3,26.25,22.05,16.85,79.31,4.2,99.37,1.85
2018,10,4,25.86,22.05,16.85,80.44,0.0,99.44,2.2
2018,10,5,26.68,22.14,16.91,77.12,0.11,99.44,1.59
2018,10,6,26.3,21.81,16.6,77.56,0.09,99.42,1.73
2018,10,7,25.9,21.5,16.3,77.88,0.01,99.38,2.09
2018,10,8,25.62,21.44,16.24,78.5,6.58,99.35,2.14
2018,10,9,25.01,20.65,15.44,78.0,0.57,99.44,1.9
2018,10,10,25.55,20.27,15.08,73.88,0.04,99.46,2.24
2018,10,11,25.43,21.92,16.66,81.69,2.06,99.57,2.09
2018,10,12,23.79,21.16,15.87,85.94,4.21,99.62,1.85
2018,10,13,23.69,20.8,15.56,84.62,1.23,99.48,2.52
2018,10,14,23.8,21.01,15.75,85.31,0.17,99.39,2.34
2018,10,15,23.27,20.77,15.5,86.88,2.36,99.61,2.72
2018,10,16,22.71,18.33,13.31,78.19,0.0,99.64,1.53
2018,10,17,23.19,18.98,13.92,78.06,0.02,99.48,1.73
2018,10,18,23.03,20.28,15.08,85.5,0.18,99.43,2.63
2018,10,19,23.3,19.94,14.71,82.62,0.0,99.56,2.16
2018,10,20,23.82,19.76,14.53,79.25,0.0,99.67,1.92
2018,10,21,24.12,20.13,14.89,79.62,0.0,99.7,1.91
2018,10,22,24.72,19.82,14.65,75.69,0.0,99.54,1.8
2018,10,23,24.3,19.51,14.4,75.75,0.0,99.54,1.95
2018,10,24,23.62,19.17,14.04,77.38,0.01,99.6,1.96
2018,10,25,23.57,19.45,14.28,78.88,0.0,99.78,2.15
2018,10,26,23.94,19.77,14.53,78.69,0.0,99.88,3.32
2018,10,27,23.96,19.14,13.98,75.94,0.0,99.92,2.89
2018,10,28,24.55,20.09,14.83,77.12,0.01,99.94,2.37
2018,10,29,24.14,20.47,15.2,80.69,0.0,99.86,2.06
2018,10,30,24.05,20.44,15.14,81.06,0.0,99.88,2.3
2018,10,31,24.09,20.36,15.08,80.56,0.11,99.87,2.75
2018,11,1,24.15,20.46,15.2,81.06,0.02,99.78,2.48
2018,11,2,24.12,19.93,14.77,78.56,0.33,99.66,2.25
2018,11,3,23.57,19.76,14.59,80.06,0.07,99.64,2.27
2018,11,4,22.21,20.0,14.77,87.88,4.87,99.59,2.66
2018,11,5,22.28,19.7,14.53,86.0,5.31,99.51,2.35
2018,11,6,21.66,19.16,14.04,86.44,1.93,99.56,2.7
2018,11,7,20.72,16.37,11.72,77.62,0.0,99.91,1.83
2018,11,8,20.73,16.48,11.9,77.44,0.0,99.81,2.62
2018,11,9,20.71,15.97,11.47,75.56,0.0,99.64,2.75
2018,11,10,21.01,16.61,11.9,77.25,0.0,99.71,2.77
2018,11,11,21.37,17.12,12.33,77.88,0.0,99.7,2.48
2018,11,12,21.52,16.64,12.02,74.62,0.0,99.58,2.02
2018,11,13,21.5,17.26,12.51,78.19,0.0,99.4,2.09
2018,11,14,21.26,17.07,12.33,78.0,0.01,99.48,2.14
2018,11,15,20.59,17.62,12.76,83.88,2.5,99.57,2.1
2018,11,16,20.37,17.62,12.7,85.06,0.33,99.49,2.35
2018,11,17,19.66,16.55,11.9,83.12,0.41,99.49,2.85
2018,11,18,18.46,14.87,10.68,81.0,0.0,99.83,2.77
2018,11,19,19.07,14.85,10.68,77.44,0.0,99.9,2.35
2018,11,20,18.97,14.53,10.44,76.5,0.0,99.84,1.8
2018,11,21,19.51,15.4,10.99,78.19,0.0,99.95,1.76
2018,11,22,19.77,16.59,11.84,82.94,0.0,99.97,2.56
2018,11,23,20.31,16.66,11.9,80.69,0.0,99.9,2.02
2018,11,24,20.17,17.28,12.39,84.56,0.0,99.94,2.07
2018,11,25,20.38,16.58,11.9,80.0,0.0,99.99,2.03
2018,11,26,20.08,16.31,11.66,80.44,0.0,99.91,2.6
2018,11,27,20.46,16.37,11.72,78.69,0.0,100.09,2.09
2018,11,28,19.69,15.87,11.29,79.75,0.0,100.11,2.04
2018,11,29,19.64,16.06,11.47,81.31,0.0,100.06,2.53
2018,11,30,19.27,15.23,10.86,78.88,0.0,100.02,1.8
2018,12,1,19.2,15.36,10.99,79.75,0.0,99.83,1.83
2018,12,2,19.19,15.39,11.05,79.81,0.0,99.65,2.28
2018,12,3,19.12,15.35,10.99,79.75,0.0,99.8,2.02
2018,12,4,18.65,15.22,10.86,81.62,0.0,99.91,2.49
